Timestamp,Gender,Faculty,Business Program,Bachelor  Academic Year in EU,H.S.C or Equivalent study medium,S.S.C (GPA),H.S.C (GPA),Did you ever attend a Coaching center?,Coaching center name,Benifits you received from the coaching center,1st Year Semester 1,1st Year Semester 2,1st Year Semester 3,2nd Year Semester 1,Regular/Irregular,Classes are mostly,Area of Evaluation [Department provides comprehensive guidelines to the students in advance by means of a brochure/handbook    ],Area of Evaluation [Department ensures a conducive learning environment],Area of Evaluation [Academic decisions are taken with fairness and transparency],Area of Evaluation [	Academic calendar is maintained properly],Area of Evaluation [Results are published timely in compliance with the ordinance],Area of Evaluation [Students’ opinion regarding academic and extra-academic matters are addressed properly],Area of Evaluation [Student feedback process is in practice],Area of Evaluation [Website is informative and updated properly],Area of Evaluation [Curriculum load is optimum and induces no pressure],Area of Evaluation [Courses in the curriculum from lower level to higher are properly arranged],Area of Evaluation [Teaching strategies are clearly stated in the curriculumsparency],Area of Evaluation [Assessment strategies are clearly stated in the curriculum ],Item [Teaching-learning is interactive and supportive ],Item [	Class size is optimum for interactive teaching learning],Item [	Modern devices are used to improve teaching-learning process],Item [Diverse methods are used to achieve learning objectives ],Item [Lesson plans/course outlines are provided in advance to the students ],Item [	All about assessment system are duly communicated to students on the commencement of the term/semester],Item [Assessment system meets the objectives of the course],Item [Diverse methods and tools are used for assessment.],Item [Assessment feedback is provided to the students immediately.],Item [The questions of examinations reflect the content of the course.],"Item [	Both formative (quizzes, assignments, term papers, continuous assessments, presentations etc.) and summative assessment (final examination only) strategies are followed.]",Item [Admission policy ensures entry of quality students.],Item [Admission procedure is quite fair],Item [Sincerity and commitment of the students exist to ensure desired progress and achievement.],Item [Overall classroom facilities are suitable for ensuring effective learning.],Item [Laboratories facilities are suitable for practical teaching-learning and research],Item [The library has adequate up-to-date reading and reference materials to meet the academic & research needs ],Item [Internet facilities with sufficient speed are available],Item [Adequate indoor and outdoor medical facilities are available],Item [Adequate indoor and outdoor game facilities are available],Item [Existing gymnasium facilities are good enough],Item [Adequate safety measures are available],Item [There is an arrangement to provide guidance and counseling. ],Item [Mentoring is done to take care of the students],Item [Scholarships/ grants available to students in case of hardship],Item [Students are encouraged to involve in co- curricular and extra-curricular activities],Item [Alumni are organized and supportive.],Item [Supporting staff are adequate and co-operative],Item [There are opportunities to get involve with community services],Item [The department has a research and development policy ],Item [Mechanism exists for engaging the students in research and development],"Item [Research findings in the form of theses, publications and monographs are properly used in current teaching-learning]",Item [The department has a community service policy ],Q1 [What was your expectation about the University as related to quality of education?],Q2 [What was your expectation about the University as related to quality of Faculty?],Q3 [What was your expectation about the University as related to quality of resources?],Q4 [What was your expectation about the University as related to quality of learning environment?],Q5 [To what extent your expectation was met?],Q6 [What are the best aspects of the program?],"Q7. In your opinion,the best aspect of the program is","Q8. In your opinion,the next best aspect of the program is",What aspects of the program could be improved?,Do you feel that the quality of education improved at EU over the last year?,Do you feel that the image of the University improved over the last year?
2016-01-31 15:27:00,Male,Arts,BBA,1st Year,Bangla Medium,3.38,3.0,No,ucc,It prepared me better for the exam,3.69,3.44,3.0,2.8,0.0,Lecture & Discussion,4.0,4.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,Faculty,Faculty,"Faculty, Resources, Teaching/Learning, Overall learning environment, Other",Yes,Yes
2016-01-31 15:32:00,Male,Arts,BBA,1st Year,Madrasa,5.0,4.92,Yes,Focus University admission test coaching centre,It increased my desire to learn,3.44,3.28,3.0,2.8,0.0,Lecture & Discussion,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes
2016-01-31 15:32:00,Male,Business,BBA,1st Year,English Medium,3.8,3.0,Yes,Vertical Horizon,"It prepared me better for the exam, It improved my GPA Score, It increased my desire to learn",3.45,3.19,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,Faculty,Faculty,Faculty,Yes,Yes
2016-01-31 15:35:00,Male,Business,BBA,1st Year,Others,3.31,3.83,No,ucc,It prepared me better for the exam,2.58,2.07,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Other,Yes,Yes
2016-01-31 15:38:00,Female,Business,BBA,1st Year,Bangla Medium,5.0,5.0,No,ucc,It prepared me better for the exam,3.95,3.88,3.0,2.8,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,Faculty,Teaching/Learning,Other,Yes,Yes
2016-01-31 15:39:00,Male,Business,BBA,1st Year,Bangla Medium,3.69,3.75,No,ucc,It prepared me better for the exam,3.35,3.29,3.0,2.8,0.0,Lecture & Discussion,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-31 15:39:00,Male,Business,BBA,2nd Year,Bangla Medium,5.0,4.0,No,ucc,It prepared me better for the exam,3.65,3.63,3.11,3.03,0.0,Lecture & Discussion,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,Faculty,Overall learning environment,"Faculty, Resources",Yes,Yes
2016-01-31 15:40:00,Female,Business,BBA,1st Year,Bangla Medium,4.31,3.9,Yes,Paragon,It prepared me better for the exam,3.63,3.37,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,Faculty,Teaching/Learning,Faculty,Yes,No
2016-01-31 15:40:00,Male,Business,BBA,2nd Year,Bangla Medium,4.0,4.0,Yes,UniAid Varsity Coaching,"It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",2.9,2.81,2.31,2.22,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,Faculty,Overall learning environment,"Faculty, Resources, Teaching/Learning, Overall learning environment",No,Yes
2016-01-31 15:42:00,Female,Business,BBA,2nd Year,Bangla Medium,5.0,5.0,No,ucc,It prepared me better for the exam,3.63,3.71,3.68,3.73,0.0,Lecture & Discussion,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,Teaching/Learning,Faculty,"Faculty, Overall learning environment",Yes,Yes
2016-01-31 15:43:00,Male,Business,BBA,1st Year,Bangla Medium,4.88,5.0,No,ucc,It prepared me better for the exam,3.43,3.18,3.0,2.8,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,Teaching/Learning,Overall learning environment,Resources,Yes,Yes
2016-01-31 15:43:00,Female,Business,BBA,1st Year,Bangla Medium,4.3,4.28,No,ucc,It prepared me better for the exam,2.83,2.86,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,Teaching/Learning,Faculty,Resources,Yes,Yes
2016-01-31 15:48:00,Female,Business,BBA,4th Year,Bangla Medium,3.88,4.6,Yes,ucc,It increased my desire to learn,3.2,3.15,3.23,3.32,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,Faculty,Overall learning environment,Resources,Yes,No
2016-01-31 15:49:00,Female,Business,BBA,3rd Year,Bangla Medium,4.06,4.5,Yes,ucc,It improved my understanding of subject matter,3.81,3.66,3.71,3.75,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,Teaching/Learning,Other,Overall learning environment,No,Yes
2016-01-31 15:51:00,Male,Business,BBA,4th Year,Bangla Medium,4.56,3.5,Yes,UCC,It increased my desire to learn,3.95,3.73,3.8,3.81,0.0,Lecture & Discussion,4.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,Teaching/Learning,Teaching/Learning,"Faculty, Resources, Overall learning environment, Other",No,Yes
2016-01-31 15:52:00,Female,Business,BBA,4th Year,Bangla Medium,3.81,4.0,Yes,ucc,It improved my understanding of subject matter,3.18,2.61,2.77,3.04,0.0,Lecture & Discussion,4.0,4.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,Faculty,Overall learning environment,Overall learning environment,Yes,Yes
2016-01-31 15:54:00,Male,Business,BBA,4th Year,Bangla Medium,4.75,4.1,Yes,Focus,It increased my desire to learn,4.0,3.88,3.8,3.76,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,Resources,Teaching/Learning,"Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-31 15:57:00,Male,Business,BBA,2nd Year,Bangla Medium,4.06,3.3,Yes,ucc,It improved my GPA Score,3.13,2.94,2.88,2.9,0.0,Lecture & Discussion,1.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,Teaching/Learning,Overall learning environment,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-31 15:58:00,Male,Business,BBA,2nd Year,Bangla Medium,4.0,4.0,No,ucc,It prepared me better for the exam,2.84,2.53,2.78,2.88,0.0,Lecture based,4.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,Resources,Other,Teaching/Learning,No,Yes
2016-01-31 15:58:00,Female,Business,BBA,2nd Year,Bangla Medium,4.25,4.5,Yes,Sojib's coaching center,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",2.93,3.06,3.13,3.14,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,Resources,Teaching/Learning,"Faculty, Resources, Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-31 16:01:00,Female,Business,BBA,4th Year,Bangla Medium,3.88,4.5,No,ucc,It prepared me better for the exam,2.6,2.68,2.52,2.57,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Resources,"Teaching/Learning, Overall learning environment",Yes,Yes
2016-01-31 16:03:00,Female,Business,BBA,2nd Year,Bangla Medium,5.0,4.3,No,ucc,It prepared me better for the exam,3.33,3.63,3.58,3.61,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,Faculty,Overall learning environment,Overall learning environment,Yes,Yes
2016-01-31 16:07:00,Female,Business,BBA,2nd Year,Bangla Medium,4.75,4.4,Yes,ucc,It prepared me better for the exam,3.53,3.32,3.3,3.27,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,Faculty,Faculty,Overall learning environment,Yes,Yes
2016-01-31 16:10:00,Female,Business,BBA,2nd Year,Bangla Medium,4.25,4.2,No,ucc,It prepared me better for the exam,3.55,3.48,3.42,3.39,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes
2016-01-31 16:31:00,Male,Business,BBA,4th Year,Bangla Medium,5.0,4.3,No,ucc,It prepared me better for the exam,3.71,3.7,3.63,3.59,0.0,Lecture & Discussion,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,Teaching/Learning,Resources,Resources,Yes,Yes
2016-01-31 16:37:00,Male,Business,BBA,4th Year,Bangla Medium,3.94,4.2,Yes,mabs,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It allow me to make good friends",3.78,3.82,3.77,3.68,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,Teaching/Learning,Resources,Overall learning environment,No,Yes
2016-01-31 16:43:00,Male,Business,BBA,4th Year,Bangla Medium,4.13,3.8,No,ucc,It prepared me better for the exam,3.28,3.14,2.98,2.93,0.0,Lecture & Discussion,4.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,Faculty,Faculty,Other,Yes,Yes
2016-01-31 17:18:00,Male,Business,BBA,2nd Year,Bangla Medium,4.94,4.6,Yes,ucc,It allow me to make good friends,3.78,2.67,3.0,2.8,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,Faculty,Faculty,Overall learning environment,Yes,Yes
2016-01-31 17:18:00,Male,Business,BBA,2nd Year,Bangla Medium,3.63,3.83,Yes,VARSETILE COACHING MIRPUR 1,"It prepared me better for the exam, It improved my GPA Score, It allow me to make good friends",1.75,1.99,2.09,2.22,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,Faculty,Teaching/Learning,"Resources, Overall learning environment, Other",Yes,Yes
2016-01-31 17:20:00,Male,Business,BBA,1st Year,Bangla Medium,4.06,3.5,No,ucc,It prepared me better for the exam,3.23,2.15,3.0,2.8,0.0,Lecture & Discussion,4.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,Faculty,Other,Teaching/Learning,Yes,Yes
2016-01-31 17:25:00,Male,Business,BBA,1st Year,Bangla Medium,4.75,4.0,Yes,icon,It improved my understanding of subject matter,3.75,3.78,3.0,2.8,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,Faculty,Overall learning environment,Teaching/Learning,Yes,Yes
2016-01-31 17:25:00,Female,Business,BBA,1st Year,Bangla Medium,4.31,4.1,Yes,ucc,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",3.78,3.79,3.0,2.8,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,Teaching/Learning,Overall learning environment,Resources,Yes,Yes
2016-01-31 17:26:00,Male,Business,BBA,3rd Year,Bangla Medium,4.06,3.0,No,ucc,It prepared me better for the exam,2.58,2.46,2.5,2.37,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes
2016-02-01 12:39:00,Female,Business,BBA,1st Year,Bangla Medium,5.0,5.0,Yes,ucc,"It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn",3.95,3.88,3.8,2.8,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,Teaching/Learning,Teaching/Learning,Resources,Yes,Yes
2016-02-01 12:39:00,Male,Business,BBA,3rd Year,Bangla Medium,4.0,4.7,No,ucc,It prepared me better for the exam,3.95,3.88,3.8,3.81,0.0,Lecture & Discussion,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,Faculty,Teaching/Learning,"Resources, Overall learning environment",Yes,Yes
2016-02-01 12:42:00,Male,Business,BBA,3rd Year,Bangla Medium,4.31,3.0,No,ucc,It prepared me better for the exam,3.5,3.54,3.5,3.48,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,Teaching/Learning,Overall learning environment,Resources,Yes,Yes
2016-02-01 12:44:00,Female,Business,BBA,1st Year,Bangla Medium,4.31,3.8,No,ucc,It prepared me better for the exam,3.6,3.38,3.24,2.8,0.0,"Lecture,Discussion & Practical Lab",4.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,Teaching/Learning,Overall learning environment,Overall learning environment,Yes,Yes
